"";"spp";"parc";"dap"
"1367";"Phyllostemonodaphne geminiflora";"FSN_Plot_068";0,0363
"1368";"Alseis floribunda";"FSN_Plot_068";0,1165
"1369";"Protium warmingiana";"FSN_Plot_068";0,1942
"1370";"Swartzia myrtifolia";"FSN_Plot_068";0,1362
"1371";"Virola bicuhyba";"FSN_Plot_068";0,0471
"1372";"Siparuna guianensis";"FSN_Plot_068";0,0411
"1373";"Maytenus salicifolia";"FSN_Plot_068";0,100148981
"1374";"Marlierea excoriata";"FSN_Plot_068";0,0407
"1375";"Myrciaria floribunda";"FSN_Plot_068";0,149
"1376";"Ormosia arborea";"FSN_Plot_068";0,338
"1377";"Virola bicuhyba";"FSN_Plot_068";0,1391
"1378";"Sorocea bonplandii";"FSN_Plot_068";0,0369
"1379";"Pseudopiptadenia contorta";"FSN_Plot_068";0,3667
"1380";"Neomitranthes";"FSN_Plot_068";0,0898
"1381";"Inga capitata";"FSN_Plot_068";0,1388
"1382";"Meliosma itatiaiae";"FSN_Plot_068";0,0363
"1383";"Siparuna guianensis";"FSN_Plot_069";0,0353
"1384";"Pourouma guianensis";"FSN_Plot_069";0,0522
"1385";"Euterpe edulis";"FSN_Plot_069";0,0837
"1386";"Coussapoa microcarpa";"FSN_Plot_069";0,1865
"1387";"Euterpe edulis";"FSN_Plot_069";0,0414
"1388";"Myrciaria floribunda";"FSN_Plot_069";0,0885
"1389";"Myrcia splendens";"FSN_Plot_069";0,1604
"1390";"Marlierea teuscheriana";"FSN_Plot_069";0,0414
"1391";"Myrciaria floribunda";"FSN_Plot_069";0,0404
"1392";"Myrciaria floribunda";"FSN_Plot_069";0,0442
"1393";"Tetrastylidium grandifolium";"FSN_Plot_069";0,2546
"1394";"Euphorbiaceae";"FSN_Plot_069";0,0318
"1395";"Myrcia laxiflora";"FSN_Plot_069";0,0366
"1396";"Virola gardneri";"FSN_Plot_069";0,0554
"1397";"Marlierea excoriata";"FSN_Plot_069";0,0401
"1398";"Neomitranthes";"FSN_Plot_069";0,0468
"1399";"Marlierea excoriata";"FSN_Plot_069";0,1098
"1400";"Brosimum guianense";"FSN_Plot_069";0,0407
"1401";"Guarea pendula";"FSN_Plot_069";0,0388
"1402";"Myrcia laxiflora";"FSN_Plot_069";0,0385
"1403";"Tovomita glazioviana";"FSN_Plot_069";0,0366
"1404";"Bathysa nicholsonii";"FSN_Plot_069";0,1143
"1405";"Chrysophyllum gonocarpum";"FSN_Plot_069";0,1063
"1406";"Guatteria australis";"FSN_Plot_069";0,043
"1407";"Alseis floribunda";"FSN_Plot_069";0,134
"1408";"Virola gardneri";"FSN_Plot_069";0,0379
"1409";"Virola bicuhyba";"FSN_Plot_070";0,1092
"1410";"Siparuna guianensis";"FSN_Plot_070";0,0398
"1411";"Inga cylindrica";"FSN_Plot_070";0,1439
"1412";"Siparuna guianensis";"FSN_Plot_070";0,043
"1413";"Swartzia myrtifolia";"FSN_Plot_070";0,0917
"1414";"Alseis floribunda";"FSN_Plot_070";0,0643
"1415";"Pouteria caimito";"FSN_Plot_070";0,048767202
"1416";"Bathysa nicholsonii";"FSN_Plot_070";0,119
"1417";"Sorocea bonplandii";"FSN_Plot_070";0,134
"1418";"Urbanodendron verrucosum";"FSN_Plot_070";0,0621
"1419";"Chrysophyllum lucentifolium";"FSN_Plot_070";0,091
"1420";"Siparuna guianensis";"FSN_Plot_070";0,0614
"1421";"Siparuna guianensis";"FSN_Plot_070";0,0328
"1422";"Protium warmingiana";"FSN_Plot_070";0,2254
"1423";"Protium warmingiana";"FSN_Plot_070";0,0344
"1424";"Myrciaria floribunda";"FSN_Plot_070";0,0465
"1425";"Guarea pendula";"FSN_Plot_070";0,0347
"1426";"Eriotheca candolleana";"FSN_Plot_070";0,0675
"1427";"Bathysa nicholsonii";"FSN_Plot_070";0,0831
"1428";"Virola gardneri";"FSN_Plot_070";0,0573
"1429";"Garcinia gardneriana";"FSN_Plot_070";0,0589
"1430";"Marlierea excoriata";"FSN_Plot_070";0,0417
"1431";"Phyllostemonodaphne geminiflora";"FSN_Plot_070";0,0914
"1432";"Myrciaria floribunda";"FSN_Plot_070";0,1783
"1433";"Sorocea bonplandii";"FSN_Plot_071";0,0436
"1434";"Marlierea excoriata";"FSN_Plot_071";0,0382
"1435";"Trichilia glabra";"FSN_Plot_071";0,0547
"1436";"Ouratea polygyna";"FSN_Plot_071";0,0891
"1437";"Brosimum guianense";"FSN_Plot_071";0,0668
"1438";"Inga cylindrica";"FSN_Plot_071";0,1722
"1439";"Casearia arborea";"FSN_Plot_071";0,142072934
"1440";"Eugenia lambertiana";"FSN_Plot_071";0,1101
"1441";"Ocotea odorifera";"FSN_Plot_071";0,0337
"1442";"Trattinnickia";"FSN_Plot_071";0,2537
"1443";"Brosimum guianense";"FSN_Plot_071";0,0433
"1444";"Sorocea bonplandii";"FSN_Plot_071";0,0334
"1445";"Pouteria caimito";"FSN_Plot_071";0,0417
"1446";"Phyllostemonodaphne geminiflora";"FSN_Plot_071";0,0844
"1447";"Aniba firmula";"FSN_Plot_071";0,0859
"1448";"Trichilia glabra";"FSN_Plot_071";0,0471
"1449";"Ouratea polygyna";"FSN_Plot_071";0,1003
"1450";"Croton floribundus";"FSN_Plot_071";0,0401
"1451";"Helicostylis tomentosa";"FSN_Plot_071";0,092
"1452";"Ocotea corymbosa";"FSN_Plot_071";0,0767
"1453";"Marlierea excoriata";"FSN_Plot_071";0,0567
"1454";"Protium warmingiana";"FSN_Plot_071";0,0589
"1455";"Inga cylindrica";"FSN_Plot_071";0,0684
"1456";"Pseudopiptadenia contorta";"FSN_Plot_071";0,0547
"1457";"Annona cacans";"FSN_Plot_071";0,0627
"1458";"Ficus luschnathiana";"FSN_Plot_071";0,0961
"1459";"Pseudopiptadenia contorta";"FSN_Plot_071";0,1919
"1460";"Casearia ulmifolia";"FSN_Plot_071";0,0589
"1461";"Siparuna guianensis";"FSN_Plot_071";0,0398
"1462";"Apuleia leiocarpa";"FSN_Plot_072";0,1035
"1463";"Virola bicuhyba";"FSN_Plot_072";0,3947
"1464";"Siparuna guianensis";"FSN_Plot_072";0,0907
"1465";"Trichilia glabra";"FSN_Plot_072";0,0321
"1466";"Brosimum guianense";"FSN_Plot_072";0,1187
"1467";"Tetrastylidium grandifolium";"FSN_Plot_072";0,0961
"1468";"Eugenia lambertiana";"FSN_Plot_072";0,0541
"1469";"Siparuna guianensis";"FSN_Plot_072";0,0318
"1470";"Siparuna guianensis";"FSN_Plot_072";0,0579
"1471";"Matayba elaeagnoides";"FSN_Plot_072";0,0563
"1472";"Myrsine umbellata";"FSN_Plot_072";0,0653
"1473";"Cecropia hololeuca";"FSN_Plot_072";0,2145
"1474";"Marlierea excoriata";"FSN_Plot_072";0,064142857
"1475";"Trichilia glabra";"FSN_Plot_072";0,0318
"1476";"Annona cacans";"FSN_Plot_072";0,0942
"1477";"Phyllostemonodaphne geminiflora";"FSN_Plot_072";0,104602275
"1478";"Myrcia splendens";"FSN_Plot_072";0,0372
"1479";"Siparuna guianensis";"FSN_Plot_072";0,0407
"1480";"Apuleia leiocarpa";"FSN_Plot_072";0,0331
"1481";"Aniba firmula";"FSN_Plot_072";0,1009
"1482";"Protium heptaphyllum";"FSN_Plot_072";0,0385
"1483";"Pseudopiptadenia contorta";"FSN_Plot_072";0,0576
"1484";"Bathysa nicholsonii";"FSN_Plot_072";0,0462
"1485";"Euphorbiaceae";"FSN_Plot_072";0,0624
"1486";"Maprounea guianensis";"FSN_Plot_072";0,0583
"1487";"Psychotria carthagenensis";"FSN_Plot_072";0,1184
"1488";"Pouteria caimito";"FSN_Plot_072";0,0796
"1489";"Moldenhawera";"FSN_Plot_073";0,0732
"1490";"Aniba firmula";"FSN_Plot_073";0,0436
"1491";"Euterpe edulis";"FSN_Plot_073";0,036
"1492";"Siparuna guianensis";"FSN_Plot_073";0,0738
"1493";"Inga capitata";"FSN_Plot_073";0,0318
"1494";"Tapirira obtusa";"FSN_Plot_073";0,043
"1495";"Brosimum guianense";"FSN_Plot_073";0,0783
"1496";"Ocotea odorifera";"FSN_Plot_073";0,0465
"1497";"Kielmeyera albopunctata";"FSN_Plot_073";0,0477
"1498";"Sorocea bonplandii";"FSN_Plot_073";0,0621
"1499";"Brosimum guianense";"FSN_Plot_073";0,1143
"1500";"Miconia brunnea";"FSN_Plot_073";0,036
"1501";"Inga capitata";"FSN_Plot_073";0,1159
"1502";"Bathysa";"FSN_Plot_073";0,1496
"1503";"Ocotea";"FSN_Plot_073";0,042
"1504";"Helicostylis tomentosa";"FSN_Plot_073";0,3326
"1505";"Heisteria silvianii";"FSN_Plot_073";0,0382
"1506";"Bathysa nicholsonii";"FSN_Plot_073";0,1515
"1507";"Eugenia florida";"FSN_Plot_073";0,036
"1508";"Guatteria australis";"FSN_Plot_073";0,0754
"1509";"Tovomita glazioviana";"FSN_Plot_073";0,0484
"1510";"Myrcia pubipetala";"FSN_Plot_073";0,0668
"1511";"Myrcia laxiflora";"FSN_Plot_074";0,036
"1512";"Siparuna guianensis";"FSN_Plot_074";0,0392
"1513";"Lacistema pubescens";"FSN_Plot_074";0,0611
"1514";"Eugenia lambertiana";"FSN_Plot_074";0,0417
"1515";"Siparuna guianensis";"FSN_Plot_074";0,0344
"1516";"Croton hemiargyreus";"FSN_Plot_074";0,0337
"1517";"Casearia ulmifolia";"FSN_Plot_074";0,0684
"1518";"Tovomita glazioviana";"FSN_Plot_074";0,317
"1519";"Myrciaria floribunda";"FSN_Plot_074";0,0366
"1520";"Inga capitata";"FSN_Plot_074";0,0544
"1521";"Helicostylis tomentosa";"FSN_Plot_074";0,0793
"1522";"Ocotea silvestris";"FSN_Plot_074";0,0385
"1523";"Guarea pendula";"FSN_Plot_074";0,0407
"1524";"Helicostylis tomentosa";"FSN_Plot_074";0,0532
"1525";"Casearia ulmifolia";"FSN_Plot_074";0,1229
"1526";"Tapirira guianensis";"FSN_Plot_074";0,0392
"1527";"Tapirira obtusa";"FSN_Plot_074";0,0493
"1528";"Inga vera";"FSN_Plot_074";0,0996
"1529";"Casearia ulmifolia";"FSN_Plot_074";0,0637
"1530";"Virola gardneri";"FSN_Plot_074";0,6494
"1531";"Siparuna guianensis";"FSN_Plot_074";0,0882
"1532";"Pseudopiptadenia contorta";"FSN_Plot_075";0,1321
"1533";"Apuleia leiocarpa";"FSN_Plot_075";0,0477
"1534";"Trichilia glabra";"FSN_Plot_075";0,0395
"1535";"Trichilia catigua";"FSN_Plot_075";0,0987
"1536";"Lacistema pubescens";"FSN_Plot_075";0,1687
"1537";"Siparuna guianensis";"FSN_Plot_075";0,0516
"1538";"Helicostylis tomentosa";"FSN_Plot_075";0,0968
"1539";"Siparuna guianensis";"FSN_Plot_075";0,042
"1540";"Siparuna guianensis";"FSN_Plot_075";0,0684
"1541";"Siparuna guianensis";"FSN_Plot_075";0,0748
"1542";"Ocotea corymbosa";"FSN_Plot_075";0,1057
"1543";"Helicostylis tomentosa";"FSN_Plot_075";0,1076
"1544";"Pourouma guianensis";"FSN_Plot_075";0,084
"1545";"Trichilia glabra";"FSN_Plot_075";0,0672
"1546";"Tovomitopsis saldanhae";"FSN_Plot_075";0,0735
"1547";"Urbanodendron verrucosum";"FSN_Plot_075";0,056
"1548";"Brosimum guianense";"FSN_Plot_075";0,1022
"1549";"Siparuna guianensis";"FSN_Plot_075";0,0627
"1550";"Ocotea odorifera";"FSN_Plot_075";0,0971
"1551";"Tapirira obtusa";"FSN_Plot_075";0,0716
"1552";"Copaifera langsdorffii";"FSN_Plot_075";0,0684
"1553";"Sorocea hilariana";"FSN_Plot_075";0,119039522
"1554";"Maytenus robusta";"FSN_Plot_075";0,0907
"1555";"Carpotroche brasiliensis";"FSN_Plot_075";0,0497
"1556";"Virola bicuhyba";"FSN_Plot_075";0,0678
"1557";"Tetrastylidium grandifolium";"FSN_Plot_075";0,0879
"1558";"Psidium oblongatum";"FSN_Plot_075";0,0487
"1559";"Eugenia lambertiana";"FSN_Plot_075";0,0328
"1560";"Aniba firmula";"FSN_Plot_075";0,0318
"1561";"Euterpe edulis";"FSN_Plot_075";0,0318
"1562";"Chrysophyllum lucentifolium";"FSN_Plot_075";0,1184
"1563";"Trichilia catigua";"FSN_Plot_075";0,0869
"1564";"Hortia brasiliana";"FSN_Plot_075";0,0926
"1565";"Psidium oblongatum";"FSN_Plot_075";0,0417
"1566";"Eriotheca candolleana";"FSN_Plot_075";0,2352
"1567";"Guapira hirsuta";"FSN_Plot_075";0,042
"1568";"Marlierea teuscheriana";"FSN_Plot_075";0,0398
"1569";"Ocotea silvestris";"FSN_Plot_076";0,1289
"1570";"Virola gardneri";"FSN_Plot_076";0,0325
"1571";"Sorocea hilariana";"FSN_Plot_076";0,155962893
"1572";"Sorocea bonplandii";"FSN_Plot_076";0,1073
"1573";"Lonchocarpus cultratus";"FSN_Plot_076";0,2617
"1574";"Brosimum guianense";"FSN_Plot_076";0,0417
"1575";"Bathysa";"FSN_Plot_076";0,0344
"1576";"Nectandra lanceolata";"FSN_Plot_076";0,1926
"1577";"Ocotea corymbosa";"FSN_Plot_076";0,0382
"1578";"Pseudopiptadenia contorta";"FSN_Plot_076";0,0452
"1579";"Alchornea glandulosa";"FSN_Plot_076";0,07
"1580";"Bathysa nicholsonii";"FSN_Plot_076";0,0347
"1581";"Siparuna guianensis";"FSN_Plot_076";0,0506
"1582";"Psychotria nuda";"FSN_Plot_076";0,0321
"1583";"Marlierea teuscheriana";"FSN_Plot_076";0,0363
"1584";"Bathysa nicholsonii";"FSN_Plot_076";0,0681
"1585";"Euterpe edulis";"FSN_Plot_076";0,1181
"1586";"Siparuna guianensis";"FSN_Plot_076";0,0357
"1587";"Protium warmingiana";"FSN_Plot_076";0,0468
"1588";"Eriotheca candolleana";"FSN_Plot_076";0,3247
"1589";"Pourouma guianensis";"FSN_Plot_076";0,0961
"1590";"Alseis floribunda";"FSN_Plot_076";0,0551
"1591";"Siparuna guianensis";"FSN_Plot_076";0,0509
"1592";"Marlierea teuscheriana";"FSN_Plot_077";0,0551
"1593";"Siparuna guianensis";"FSN_Plot_077";0,0388
"1594";"Euterpe edulis";"FSN_Plot_077";0,1235
"1595";"Casearia gossypiosperma";"FSN_Plot_077";0,1063
"1596";"Astronium graveolens";"FSN_Plot_077";0,0392
"1597";"Guapira hirsuta";"FSN_Plot_077";0,0503
"1598";"Pourouma guianensis";"FSN_Plot_077";0,3358
"1599";"Euterpe edulis";"FSN_Plot_077";0,0837
"1600";"Brosimum guianense";"FSN_Plot_077";0,0471
"1601";"Bathysa nicholsonii";"FSN_Plot_077";0,1098
"1602";"Coussapoa microcarpa";"FSN_Plot_077";0,1725
"1603";"Cestrum";"FSN_Plot_077";0,056
"1604";"Ocotea silvestris";"FSN_Plot_077";0,0398
"1605";"Piper arboreum";"FSN_Plot_078";0,0414
"1606";"Piper arboreum";"FSN_Plot_078";0,0462
"1607";"Euterpe edulis";"FSN_Plot_078";0,1423
"1608";"Ocotea silvestris";"FSN_Plot_078";0,0665
"1609";"Marlierea teuscheriana";"FSN_Plot_078";0,078
"1610";"Virola gardneri";"FSN_Plot_078";0,0334
"1611";"Siparuna guianensis";"FSN_Plot_078";0,0923
"1612";"Guatteria australis";"FSN_Plot_078";0,0439
"1613";"Helicostylis tomentosa";"FSN_Plot_078";0,1423
"1614";"Euterpe edulis";"FSN_Plot_078";0,1025
"1615";"Casearia ulmifolia";"FSN_Plot_078";0,0821
"1616";"Casearia ulmifolia";"FSN_Plot_078";0,0369
"1617";"Phyllostemonodaphne geminiflora";"FSN_Plot_078";0,0484
"1618";"Neomitranthes";"FSN_Plot_078";0,1926
"1619";"Apuleia leiocarpa";"FSN_Plot_078";0,05
"1620";"Aparisthmium cordatum";"FSN_Plot_078";0,0385
"1621";"Aparisthmium cordatum";"FSN_Plot_078";0,043
"1622";"Protium warmingiana";"FSN_Plot_078";0,1958
"1623";"Aparisthmium cordatum";"FSN_Plot_078";0,0318
"1624";"Schefflera morototoni";"FSN_Plot_078";0,0477
"1625";"Phyllostemonodaphne geminiflora";"FSN_Plot_078";0,057293777
"1626";"Myrcia laxiflora";"FSN_Plot_078";0,0376
"1627";"Inga capitata";"FSN_Plot_079";0,0551
"1628";"Siparuna guianensis";"FSN_Plot_079";0,0446
"1629";"Protium warmingiana";"FSN_Plot_079";0,1251
"1630";"Siparuna guianensis";"FSN_Plot_079";0,0474
"1631";"Guatteria australis";"FSN_Plot_079";0,1273
"1632";"Macrothumia kuhlmannii";"FSN_Plot_079";0,3565
"1633";"Neomitranthes";"FSN_Plot_079";0,049
"1634";"Urbanodendron verrucosum";"FSN_Plot_079";0,0691
"1635";"Virola bicuhyba";"FSN_Plot_079";0,0398
"1636";"Euphorbiaceae";"FSN_Plot_079";0,0372
"1637";"Siparuna guianensis";"FSN_Plot_079";0,0427
"1638";"Tetrastylidium grandifolium";"FSN_Plot_079";0,1267
"1639";"Marlierea excoriata";"FSN_Plot_079";0,0541
"1640";"Guapira opposita";"FSN_Plot_079";0,0958
"1641";"Sorocea bonplandii";"FSN_Plot_079";0,0318
"1642";"Syagrus romanzoffiana";"FSN_Plot_079";0,0379
"1643";"Guatteria australis";"FSN_Plot_079";0,0672
"1644";"Guatteria australis";"FSN_Plot_079";0,036
"1645";"Pouteria caimito";"FSN_Plot_079";0,0353
"1646";"Fabaceae";"FSN_Plot_079";0,4227
"1647";"Protium heptaphyllum";"FSN_Plot_079";0,0643
"1648";"Trichilia catigua";"FSN_Plot_079";0,3632
"1649";"";"FSN_Plot_079";0,0926
"1650";"Guatteria australis";"FSN_Plot_079";0,0347
"1651";"Matayba elaeagnoides";"FSN_Plot_079";0,0395
"1652";"Sorocea bonplandii";"FSN_Plot_080";0,0481
"1653";"Apuleia leiocarpa";"FSN_Plot_080";0,0318
"1654";"Eriotheca candolleana";"FSN_Plot_080";0,1531
"1655";"Tabernaemontana fuchsiaefolia";"FSN_Plot_080";0,176
"1656";"Tovomita glazioviana";"FSN_Plot_080";0,0363
"1657";"Eugenia lambertiana";"FSN_Plot_080";0,0372
"1658";"Sorocea bonplandii";"FSN_Plot_080";0,0653
"1659";"Sorocea bonplandii";"FSN_Plot_080";0,0522
"1660";"Guatteria australis";"FSN_Plot_080";0,0334
"1661";"Ocotea odorifera";"FSN_Plot_080";0,114
"1662";"Moldenhawera";"FSN_Plot_080";0,1057
"1663";"Siparuna guianensis";"FSN_Plot_080";0,0554
"1664";"Sorocea hilariana";"FSN_Plot_080";0,05
"1665";"Protium warmingiana";"FSN_Plot_080";0,0917
"1666";"Phyllostemonodaphne geminiflora";"FSN_Plot_080";0,0334
"1667";"Ocotea silvestris";"FSN_Plot_080";0,0318
"1668";"Mouriri glazioviana";"FSN_Plot_080";0,0694
"1669";"Phyllostemonodaphne geminiflora";"FSN_Plot_080";0,0353
"1670";"Siparuna guianensis";"FSN_Plot_080";0,0487
"1671";"Guatteria australis";"FSN_Plot_080";0,0493
"1672";"Guarea pendula";"FSN_Plot_080";0,0404
"1673";"Sorocea bonplandii";"FSN_Plot_080";0,0914
"1674";"Alseis floribunda";"FSN_Plot_080";0,0646
"1675";"Siparuna guianensis";"FSN_Plot_080";0,0353
"1676";"Protium warmingiana";"FSN_Plot_080";0,1337
"1677";"Urbanodendron verrucosum";"FSN_Plot_080";0,0754
"1678";"Marlierea excoriata";"FSN_Plot_080";0,0516
"1679";"Alseis floribunda";"FSN_Plot_080";0,0812
"1680";"Guatteria australis";"FSN_Plot_080";0,042
"1681";"Inga capitata";"FSN_Plot_080";0,0576
"1682";"Virola gardneri";"FSN_Plot_080";0,078
"1683";"Sorocea bonplandii";"FSN_Plot_080";0,0563
"1684";"Trichilia catigua";"FSN_Plot_080";0,0777
"1685";"Ocotea silvestris";"FSN_Plot_080";0,2671
"1686";"Myrciaria floribunda";"FSN_Plot_081";0,0541
"1687";"Hymenaea";"FSN_Plot_081";0,4154
"1688";"Bathysa nicholsonii";"FSN_Plot_081";0,0656
"1689";"Pouteria caimito";"FSN_Plot_081";0,0987
"1690";"Eugenia lambertiana";"FSN_Plot_081";0,1267
"1691";"Helicostylis tomentosa";"FSN_Plot_081";0,1496
"1692";"Sorocea bonplandii";"FSN_Plot_081";0,1735
"1693";"Trichilia catigua";"FSN_Plot_081";0,0516
"1694";"Tetrastylidium grandifolium";"FSN_Plot_081";0,0414
"1695";"Urbanodendron verrucosum";"FSN_Plot_081";0,0885
"1696";"Ocotea silvestris";"FSN_Plot_081";0,0344
"1697";"Ocotea dispersa";"FSN_Plot_081";0,1356
"1698";"Siparuna guianensis";"FSN_Plot_081";0,0321
"1699";"Matayba elaeagnoides";"FSN_Plot_081";0,0318
"1700";"Eugenia lambertiana";"FSN_Plot_081";0,1063
"1701";"Brosimum guianense";"FSN_Plot_081";0,1315
"1702";"Matayba elaeagnoides";"FSN_Plot_081";0,0738
"1703";"Tetrastylidium grandifolium";"FSN_Plot_081";0,0452
"1704";"Trichilia catigua";"FSN_Plot_081";0,1814
"1705";"Brosimum guianense";"FSN_Plot_081";0,0347
"1706";"Pouteria caimito";"FSN_Plot_081";0,0379
"1707";"Siparuna guianensis";"FSN_Plot_081";0,0337
"1708";"Brosimum guianense";"FSN_Plot_081";0,1413
"1709";"Trichilia glabra";"FSN_Plot_081";0,0758
"1710";"Urbanodendron verrucosum";"FSN_Plot_081";0,0484
"1711";"Urbanodendron verrucosum";"FSN_Plot_081";0,0318
"1712";"Siparuna guianensis";"FSN_Plot_081";0,0888
"1713";"Sorocea bonplandii";"FSN_Plot_081";0,1652
"1714";"Brosimum guianense";"FSN_Plot_082";0,1958
"1715";"Mouriri glazioviana";"FSN_Plot_082";0,043
"1716";"Trichilia catigua";"FSN_Plot_082";0,1732
"1717";"Kielmeyera albopunctata";"FSN_Plot_082";0,071
"1718";"Salacia elliptica";"FSN_Plot_082";0,0347
"1719";"Ocotea";"FSN_Plot_082";0,0363
"1720";"Pouteria caimito";"FSN_Plot_082";0,0869
"1721";"Phyllostemonodaphne geminiflora";"FSN_Plot_082";0,069175812
"1722";"Bathysa nicholsonii";"FSN_Plot_082";0,0344
"1723";"Myrcia splendens";"FSN_Plot_082";0,0525
"1724";"Sorocea bonplandii";"FSN_Plot_082";0,0449
"1725";"Ficus enormis";"FSN_Plot_082";0,0844
"1726";"Sorocea bonplandii";"FSN_Plot_082";0,07
"1727";"Machaerium";"FSN_Plot_082";0,0382
"1728";"Bathysa nicholsonii";"FSN_Plot_082";0,0509
"1729";"Ouratea polygyna";"FSN_Plot_082";0,0602
"1730";"Tapirira obtusa";"FSN_Plot_082";0,155
"1731";"Siparuna guianensis";"FSN_Plot_082";0,0334
"1732";"Bathysa nicholsonii";"FSN_Plot_082";0,0423
"1733";"Tapirira guianensis";"FSN_Plot_082";0,1079
"1734";"Pourouma guianensis";"FSN_Plot_082";0,230757106
"1735";"Casearia arborea";"FSN_Plot_082";0,0936
"1736";"Helicostylis tomentosa";"FSN_Plot_083";0,056
"1737";"Psychotria carthagenensis";"FSN_Plot_083";0,0385
"1738";"Helicostylis tomentosa";"FSN_Plot_083";0,042
"1739";"Casearia arborea";"FSN_Plot_083";0,1907
"1740";"Pourouma guianensis";"FSN_Plot_083";0,0891
"1741";"Meliosma itatiaiae";"FSN_Plot_083";0,0799
"1742";"Pseudopiptadenia contorta";"FSN_Plot_083";0,0353
"1743";"Casearia ulmifolia";"FSN_Plot_083";0,1257
"1744";"Psychotria carthagenensis";"FSN_Plot_083";0,0372
"1745";"Phyllostemonodaphne geminiflora";"FSN_Plot_083";0,0576
"1746";"Bathysa";"FSN_Plot_083";0,09844045
"1747";"Siparuna guianensis";"FSN_Plot_083";0,0407
"1748";"Euterpe edulis";"FSN_Plot_083";0,085
"1749";"Bathysa nicholsonii";"FSN_Plot_083";0,0675
"1750";"Eugenia lambertiana";"FSN_Plot_083";0,0773
"1751";"Meliosma itatiaiae";"FSN_Plot_083";0,0471
"1752";"Siparuna guianensis";"FSN_Plot_083";0,042
"1753";"Helicostylis tomentosa";"FSN_Plot_083";0,0321
"1754";"Apuleia leiocarpa";"FSN_Plot_083";0,0442
"1755";"Pouteria caimito";"FSN_Plot_083";0,0592
"1756";"Pourouma guianensis";"FSN_Plot_083";0,092
"1757";"Urbanodendron verrucosum";"FSN_Plot_083";0,0382
"1758";"Ocotea odorifera";"FSN_Plot_083";0,5274
"1759";"Trichilia glabra";"FSN_Plot_084";0,0614
"1760";"Chrysophyllum lucentifolium";"FSN_Plot_084";0,1343
"1761";"Helicostylis tomentosa";"FSN_Plot_084";0,0519
"1762";"Trichilia glabra";"FSN_Plot_084";0,049
"1763";"Sorocea hilariana";"FSN_Plot_084";0,0659
"1764";"Mabea fistulifera";"FSN_Plot_084";0,0684
"1765";"Helicostylis tomentosa";"FSN_Plot_084";0,0815
"1766";"Helicostylis tomentosa";"FSN_Plot_084";0,0853
"1767";"Helicostylis tomentosa";"FSN_Plot_084";0,036
"1768";"Euterpe edulis";"FSN_Plot_084";0,0885
"1769";"Urbanodendron verrucosum";"FSN_Plot_084";0,035
"1770";"Helicostylis tomentosa";"FSN_Plot_084";0,0436
"1771";"Trichilia glabra";"FSN_Plot_084";0,0653
"1772";"Siparuna guianensis";"FSN_Plot_084";0,0414
"1773";"Helicostylis tomentosa";"FSN_Plot_084";0,0719
"1774";"Helicostylis tomentosa";"FSN_Plot_084";0,0528
"1775";"Bathysa";"FSN_Plot_084";0,1171
"1776";"Helicostylis tomentosa";"FSN_Plot_084";0,0621
"1777";"Pouteria caimito";"FSN_Plot_084";0,0729
"1778";"Ocotea corymbosa";"FSN_Plot_084";0,0331
"1779";"Helicostylis tomentosa";"FSN_Plot_084";0,0369
"1780";"Tapirira guianensis";"FSN_Plot_084";0,1719
"1781";"Euterpe edulis";"FSN_Plot_084";0,0968
"1782";"Jacaratia heptaphylla";"FSN_Plot_084";0,0611
"1783";"Helicostylis tomentosa";"FSN_Plot_084";0,0334
"1784";"Euterpe edulis";"FSN_Plot_084";0,0742
"1785";"Eriotheca candolleana";"FSN_Plot_084";0,2365
"1786";"Pourouma guianensis";"FSN_Plot_084";0,0477
"1787";"Ocotea dispersa";"FSN_Plot_084";0,1044
"1788";"Brosimum guianense";"FSN_Plot_084";0,0357
"1789";"Siparuna guianensis";"FSN_Plot_084";0,0653
"1790";"Myrcia laxiflora";"FSN_Plot_084";0,0468
"1791";"Brosimum guianense";"FSN_Plot_084";0,1881
"1792";"Helicostylis tomentosa";"FSN_Plot_084";0,0589
"1793";"Prunus sellowii";"FSN_Plot_085";0,0726
"1794";"Nectandra oppositifolia";"FSN_Plot_085";0,0624
"1795";"Helicostylis tomentosa";"FSN_Plot_085";0,128616775
"1796";"Siparuna guianensis";"FSN_Plot_085";0,0468
"1797";"Meliosma itatiaiae";"FSN_Plot_085";0,0328
"1798";"Copaifera langsdorffii";"FSN_Plot_085";0,0427
"1799";"Matayba elaeagnoides";"FSN_Plot_085";0,0433
"1800";"Tetrastylidium grandifolium";"FSN_Plot_085";0,074253178
"1801";"Bathysa";"FSN_Plot_085";0,0949
"1802";"Tovomitopsis saldanhae";"FSN_Plot_085";0,098919585
"1803";"Siparuna guianensis";"FSN_Plot_085";0,0637
"1804";"Sorocea hilariana";"FSN_Plot_085";0,0716
"1805";"Helicostylis tomentosa";"FSN_Plot_085";0,0525
"1806";"Tovomitopsis saldanhae";"FSN_Plot_085";0,0337
"1807";"Marlierea excoriata";"FSN_Plot_085";0,036
"1808";"Myrcia laxiflora";"FSN_Plot_085";0,0627
"1809";"Ocotea pulchella";"FSN_Plot_085";0,1671
"1810";"Virola gardneri";"FSN_Plot_085";0,3253
"1811";"Ocotea silvestris";"FSN_Plot_085";0,1073
"1812";"Marlierea teuscheriana";"FSN_Plot_085";0,042
