UA;Agonandra excelsa;Alsophila setosa;Annona emarginata;Aspidosperma parvifolium;Byrsonima ligustrifolia;Calyptranthes concinna;Campomanesia xanthocarpa;Casearia sylvestris;Cedrela fissilis;Cinnamomum sellowianum;Clethra scabra;Cryptocarya aschersoniana;Cryptocarya mandioccana;Cupania vernalis;Cyathea corcovadensis;Cyathea phalerata;Dalbergia brasiliensis;Eugenia involucrata;Gochnatia polymorpha;Guatteria australis;Ilex brevicuspis;Ilex dumosa;Ilex theezans;Jacaranda micrantha;Lithrea brasiliensis;Machaerium hirtum;Matayba intermedia;Mollinedia clavigera;Myrcia catharinensis;Myrcia palustris;Myrcia splendens;Myrsine coriacea;Myrsine gardneriana;Myrsine parvula;Myrsine umbellata;Nectandra lanceolata;Ocotea glaziovii;Ocotea indecora;Ocotea nectandrifolia;Ocotea odorifera;Ocotea porosa;Ocotea puberula;Ocotea silvestris;Pinus elliottii;Piptocarpha axillaris;Piptocarpha regnellii;Psychotria vellosiana;Roupala montana;Syagrus romanzoffiana;Vernonanthura discolor;Alchornea triplinervia;Cabralea canjerana;Chionanthus trichotomus;Cinnamodendron dinisii;Coussarea contracta;Dicksonia sellowiana;Drimys brasiliensis;Ilex paraguariensis;Lamanonia ternata;Meliosma sellowii;Myrcia pulchra;Myrcia retorta;Nectandra megapotamica;Ocotea corymbosa;Ocotea daphnifolia;Ocotea pulchella;Persea alba;Persea willdenovii;Piptocarpha angustifolia;Prunus myrtifolia;Symplocos glandulosomarginata;Symplocos tetrandra;Tibouchina sellowiana;Albizia edwallii;Allophylus edulis;Aniba firmula;Annona cacans;Annona neosalicifolia;Annona sylvatica;Calyptranthes grandifolia;Cordia ecalyculata;Eugenia multicostata;Eugenia ramboi;Ficus luschnathiana;Hovenia dulcis;Inga marginata;Lonchocarpus cultratus;Luehea divaricata;Machaerium stipitatum;Myrcia pubipetala;Myrocarpus frondosus;Ocotea catharinensis;Piptadenia paniculata;Pseudobombax grandiflorum;Ruprechtia laxiflora;Schefflera morototoni;Schinus terebinthifolius;Seguieria aculeata;Sessea regnellii;Solanum sanctaecatharinae;Sorocea bonplandii;Tabernaemontana catharinensis;Tetrorchidium rubrivenium;Zollernia ilicifolia;Aspidosperma australe;Casearia decandra;Chionanthus micranthus;Cinnamomum ;Cinnamomum hatschbachii;Coccoloba warmingii;Erythroxylum cuneifolium;Inga sessilis;Jacaranda puberula;Myrceugenia myrcioides;Myrcia brasiliensis;Myrcia guianensis;Nectandra puberula;Ocotea bicolor;Ocotea vaccinioides;Ormosia arborea;Pera glabrata;Pimenta pseudocaryophyllus;Piptocarpha organensis;Plinia pseudodichasiantha;Posoqueria latifolia;Pterocarpus rohrii;Schefflera angustissima;Sloanea hirsuta;Solanum bullatum;Styrax acuminatus;Symplocos tenuifolia;Zanthoxylum rhoifolium;Alseis floribunda;Casearia obliqua;Chionanthus filiformis;Chrysophyllum gonocarpum;Chrysophyllum inornatum;Chrysophyllum viride;Cinnamomum glaziovii;Citronella paniculata;Copaifera trapezifolia;Coutarea hexandra;Duguetia lanceolata;Eugenia beaurepairiana;Eugenia cereja;Eugenia handroana;Eugenia rostrifolia;Guapira opposita;Heisteria silvianii;Machaerium paraguariense;Maytenus gonoclada;Mollinedia triflora;Muellera campestris;Myrcia anacardiifolia;Myrcia glabra;Myrcia neotomentosa;Nectandra oppositifolia;Ocotea elegans;Pisonia ambigua;Plinia rivularis;Trema micrantha;Cordiera concolor;Daphnopsis fasciculata;Erythroxylum deciduum;Ficus cestrifolia;Ilex microdonta;Machaerium brasiliense;Myrcia aethusa;Myrcia excoriata;Nectandra grandiflora;Sapium glandulosum;Weinmannia paulliniifolia;Alchornea glandulosa;Alchornea sidifolia;Annona neosericea;Bathysa australis;Coussapoa microcarpa;Cyathea delgadii;Endlicheria paniculata;Ficus adhatodifolia;Guarea macrophylla;Hieronyma alchorneoides;Nectandra leucantha;Seguieria langsdorffii;Solanum pseudoquina;Aspidosperma tomentosum;Campomanesia guaviroba;Magnolia ovata;Matayba elaeagnoides;Miconia cabucu;Nectandra membranacea;Ocotea mandioccana;Xylosma pseudosalzmannii;Abarema langsdorffii;Boehmeria caudata;Buchenavia kleinii;Calyptranthes lucida;Chrysophyllum marginatum;Eugenia verticillata;Euterpe edulis;Phytolacca dioica;Vernonanthura divaricata;Vernonanthura puberula;Actinostemon concolor;Aiouea saligna;Brosimum lactescens;Eugenia bacopari;Faramea montevidensis;Hirtella hebeclada;Miconia budlejoides;Myrcia neoriedeliana;Myrcia tijucensis;Pausandra morisiana;Protium kleinii;Psychotria nuda;Rudgea jasminoides;Tapirira guianensis;Virola bicuhyba;Xylopia brasiliensis;Aegiphila integrifolia;Amaioua guianensis;Aspidosperma ramiflorum;Cecropia glaziovii;Eugenia brevistyla;Eugenia kleinii;Inga sellowiana;Inga vera;Jacaratia spinosa;Marlierea silvatica;Maytenus muelleri;Neomitranthes glomerata;Sloanea guianensis;Trichilia lepidota;Calyptranthes strigipes;Clusia criuva;Cordia silvestris;Dalbergia frutescens;Garcinia gardneriana;Miconia cinnamomifolia;Myrceugenia ovalifolia;Myrcia dichrophylla;Myrcia spectabilis;Myrsine lancifolia;Ocotea aciphylla;Ocotea lanata;Ocotea lancifolia;Ocotea pulchra;Podocarpus sellowii;Psidium longipetiolatum;Psidium myrtoides;Vantanea compacta;Clethra uleana;Esenbeckia grandiflora;Eugenia brasiliensis;Eugenia cerasiflora;Laplacea fructicosa;Ouratea parviflora;Blepharocalyx salicifolius;Calyptranthes pileata;Eugenia melanogyna;Miconia cubatanensis;Myrceugenia bracteosa;Myrceugenia seriatoramosa;Ouratea vaccinioides;Pouteria venosa;Siphoneugena reitzii;Tibouchina dusenii;Mollinedia schottiana;Myrcia undulata;Tocoyena sellowiana;Vitex megapotamica;Bauhinia forficata;Campomanesia reitziana;Eugenia excelsa;Eugenia neoverrucosa;Solanum rufescens;Podocarpus lambertii;Andira fraxinifolia;Aparisthmium cordatum;Brosimum glaziovii;Ficus gomelleira;Handroanthus umbellatus;Maclura tinctoria;Piptadenia gonoacantha;Platymiscium floribundum;Psychotria carthagenensis;Schizolobium parahyba;Casearia lasiophylla;Luetzelburgia guaissara;Mimosa scabrella;Mollinedia blumenaviana;Myrceugenia cucullata;Solanum reitzii;Eugenia umbellata;Myrciaria floribunda;Cariniana estrellensis;Cinnamomum triplinerve;Erythrina falcata;Inga edulis;Tibouchina pulchra;Vernonanthura montevidensis;Miconia valtheri;Cinnamomum pseudoglaziovii;Eugenia nutans;Myrcia heringii;Psychotria suterella;Symplocos nitidiflora;Weinmannia discolor;Allophylus petiolulatus;Hedyosmum brasiliense;Pourouma guianensis;Marlierea reitzii;Myrcia flagellaris;Psidium cattleianum;Pachystroma longifolium;Myrsine hermogenesii;Ocotea dispersa;Quiina glazovii;Trichilia casaretti;Tibouchina granulosa;Cyathea atrovirens;Styrax glabratus;Eugenia pruinosa;Manilkara subsericea;Attalea dubia;Colubrina glandulosa;Dahlstedtia muehlbergiana;Myrsine parvifolia;Zanthoxylum petiolare;Baccharis oreophila;Bougainvillea glabra;Cordia trichotoma;Hennecartia omphalandra;Urera baccifera;Symplocos estrellensis;Croton macrobothrys;Diospyros inconstans;Eugenia platysema;Sloanea garckeana;Cyathea gardneri;Myrceugenia miersiana;Solanum mauritianum;Cestrum intermedium;Holocalyx balansae;Myrcia hatschbachii;Trichilia clausseni;Diatenopteryx sorbifolia;Cupania oblongifolia;Calyptranthes tricona;Inga subnuda;Calophyllum brasiliense;Ilex pseudobuxus;Miconia ligustroides;Tibouchina trichopoda;Calyptranthes hatschbachii;Myrsine venosa;Symplocos corymboclados;Ilex taubertiana
634;0;10,06289308;0;0;2,51572327;0;0;20,12578616;0;0;0;5,031446541;0;0;0;12,57861635;0;0;0;15,09433962;0;0;15,09433962;2,51572327;0;0;2,51572327;0;0;0;7,547169811;2,51572327;0;0;5,031446541;0;0;0;5,031446541;7,547169811;0;0;0;0;0;0;10,06289308;0;0;0;0;7,547169811;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65,40880503;0;0;0;0;0;0;0;0;0;0;0;0;0;2,51572327;0;0;0;0;0;15,09433962;0;0;0;0;0;5,031446541;0;0;7,547169811;0;0;0;0;0;0;0;0;0;5,031446541;2,51572327;0;0;0;0;2,51572327;0;0;0;0;0;0;0;0;0;0;2,51572327;0;5,031446541;0;0;0;0;0;0;2,51572327;0;0;2,51572327;0;0;0;2,51572327;10,06289308;0;2,51572327;0;0;0;0;0;15,09433962;2,51572327;5,031446541;0;0;0;0;0;0;0;0;0;0;0;2,51572327;0;37,73584906;0;5,031446541;17,61006289;0;0;0;5,031446541;0;47,79874214;0;0;0;5,031446541;0;0;0;2,51572327;10,06289308;0;0;2,51572327;0;2,51572327;0;0;0;2,51572327;0;0;0;0;2,51572327;0;0;0;7,547169811;5,031446541;0;0;0;22,64150943;0;0;115,7232704;0;7,547169811;0;0;0;2,51572327;0;0;2,51572327;0;2,51572327;0;0;0;65,40880503;0;0;0;0;0;0;22,64150943;0;0;0;0;2,51572327;0;0;5,031446541;0;0;0;2,51572327;0;0;0;0;2,51572327;0;0;0;0;2,51572327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,031446541;30,18867925;0;2,51572327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,51572327;0;0;0;0;0;0;0;0;0;0;0;0;0;5,031446541;0;0;0;0;0;10,06289308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
635;0;2,590673575;0;0;2,590673575;0;0;5,18134715;0;0;0;5,18134715;7,772020725;0;2,590673575;15,54404145;0;0;0;23,31606218;0;0;2,590673575;0;0;0;10,3626943;0;0;0;2,590673575;0;0;0;2,590673575;0;2,590673575;0;0;0;0;0;2,590673575;0;12,95336788;0;2,590673575;0;0;0;0;5,18134715;0;0;0;0;0;0;0;0;0;0;2,590673575;0;0;0;0;0;0;0;0;0;0;0;0;2,590673575;0;0;0;0;0;0;0;0;0;0;0;0;2,590673575;2,590673575;0;5,18134715;0;0;0;0;0;0;0;0;5,18134715;0;0;0;5,18134715;0;0;0;0;0;0;5,18134715;0;2,590673575;5,18134715;0;0;0;0;0;2,590673575;0;0;0;0;2,590673575;12,95336788;0;0;0;0;0;0;0;0;0;0;0;2,590673575;0;7,772020725;0;7,772020725;0;0;7,772020725;0;10,3626943;5,18134715;0;5,18134715;2,590673575;0;0;0;0;15,54404145;7,772020725;0;0;5,18134715;0;0;0;0;0;0;0;0;0;0;0;0;0;10,3626943;10,3626943;0;0;0;0;0;18,13471503;0;0;0;0;0;0;0;0;0;0;0;5,18134715;0;0;10,3626943;0;0;69,94818653;0;5,18134715;12,95336788;0;10,3626943;7,772020725;7,772020725;0;28,49740933;5,18134715;0;2,590673575;0;7,772020725;0;0;31,0880829;7,772020725;10,3626943;0;7,772020725;0;20,7253886;0;0;2,590673575;0;0;0;0;0;72,5388601;0;2,590673575;0;0;0;2,590673575;12,95336788;0;0;0;0;15,54404145;0;0;0;0;0;0;7,772020725;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,590673575;12,95336788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,590673575;0;0;0;0;0;0;5,18134715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,590673575;2,590673575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
636;0;22,5;0;0;7,5;0;0;0;0;0;0;0;55;0;0;0;2,5;0;0;12,5;2,5;0;0;0;0;0;7,5;2,5;0;0;0;0;0;0;7,5;0;0;2,5;5;12,5;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;2,5;5;0;17,5;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;2,5;0;0;0;0;0;0;7,5;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;7,5;0;0;0;0;5;17,5;0;10;0;0;0;2,5;0;0;12,5;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;2,5;0;5;0;0;0;0;0;0;2,5;0;0;32,5;0;0;0;0;0;2,5;0;0;10;0;0;2,5;0;12,5;0;0;60;2,5;15;0;15;0;0;0;0;2,5;0;0;0;0;0;80;0;0;2,5;0;0;5;0;0;7,5;0;0;37,5;0;0;7,5;2,5;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,5;32,5;0;0;0;0;0;0;7,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
637;0;27,5;0;0;2,5;0;0;5;2,5;0;2,5;0;47,5;0;77,5;0;0;5;0;45;0;5;37,5;0;0;0;17,5;0;27,5;0;2,5;5;0;0;2,5;0;2,5;0;5;12,5;0;0;0;0;7,5;0;10;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;2,5;0;0;0;0;2,5;0;0;0;0;5;0;0;2,5;0;0;0;0;0;0;2,5;0;0;0;0;0;2,5;0;0;0;0;0;0;0;2,5;0;0;0;2,5;2,5;0;0;0;2,5;7,5;0;0;0;0;0;0;5;17,5;7,5;0;0;0;0;0;0;0;0;0;0;2,5;0;2,5;0;0;0;0;15;0;0;0;2,5;2,5;30;0;0;0;0;0;2,5;0;7,5;2,5;0;0;50;0;0;0;0;0;102,5;0;0;0;0;0;5;0;0;7,5;0;0;0;0;0;0;0;50;17,5;20;0;2,5;0;0;0;0;2,5;0;0;0;0;0;15;0;2,5;5;5;0;0;30;0;0;0;0;15;5;0;5;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,5;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;5;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
638;0;0;0;0;0;0;0;7,5;2,5;0;7,5;0;0;2,5;0;0;0;0;0;2,5;0;0;22,5;0;0;0;12,5;0;0;0;35;22,5;0;2,5;5;0;0;0;0;0;0;0;0;0;10;0;5;2,5;2,5;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17,5;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;7,5;0;0;0;0;0;0;0;0;0;2,5;0;2,5;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;5;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,5;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,5;0;2,5;0;0;12,5;0;2,5;0;0;0;0;7,5;0;0;60;0;0;0;0;0;0;2,5;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,5;0;0;0;0;0;0;0;0;0;0;0;0;2,5;2,5;0;140;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;2,5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,5;0;0;2,5;0;0;22,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
639;0;0;0;0;0;0;0;7,5;0;0;10;0;0;0;0;0;0;0;0;0;15;37,5;7,5;0;0;0;12,5;0;0;0;47,5;5;7,5;0;5;0;0;0;0;0;0;0;0;0;0;0;75;0;45;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,5;57,5;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;2,5;0;2,5;0;0;0;0;0;5;0;0;0;0;0;0;0;5;0;0;0;0;0;0;32,5;0;0;2,5;0;2,5;0;0;0;0;12,5;0;0;0;0;0;0;2,5;2,5;0;0;0;5;0;0;0;0;0;5;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,5;0;0;7,5;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17,5;0;0;0;0;0;0;10;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
640;0;0;0;0;0;0;0;32,43243243;2,702702703;0;0;0;0;2,702702703;0;140,5405405;0;0;0;5,405405405;8,108108108;0;2,702702703;0;0;5,405405405;2,702702703;0;0;0;5,405405405;10,81081081;2,702702703;0;0;0;0;0;0;0;0;0;0;0;29,72972973;0;2,702702703;0;5,405405405;0;2,702702703;5,405405405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,108108108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,702702703;0;0;0;0;0;0;0;5,405405405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18,91891892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,702702703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,81081081;13,51351351;0;8,108108108;0;8,108108108;0;43,24324324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,702702703;0;0;0;0;0;0;0;0;0;0;0;0;0;8,108108108;0;0;0;0;0;2,702702703;0;0;0;0;0;0;0;0;0;0;0;45,94594595;0;0;0;91,89189189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,83783784;0;0;0;0;5,405405405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,702702703;0;0;0;0;0;0;0;0;2,702702703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
641;0;0;0;0;10;0;0;0;2,5;0;0;2,5;7,5;0;0;5;0;0;0;0;0;0;0;0;0;0;7,5;0;0;0;0;0;0;0;0;0;5;0;7,5;2,5;0;0;0;0;0;0;2,5;2,5;0;0;2,5;5;0;0;0;0;0;2,5;0;2,5;0;0;0;2,5;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;12,5;0;0;0;0;0;0;0;0;0;5;0;17,5;0;2,5;0;0;0;2,5;0;0;2,5;0;0;0;17,5;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;2,5;5;0;0;0;0;0;0;0;0;2,5;0;0;0;0;2,5;0;15;5;2,5;0;0;2,5;15;0;7,5;0;0;0;0;5;0;7,5;2,5;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;2,5;0;0;0;0;0;0;7,5;0;0;0;2,5;0;2,5;0;0;2,5;5;0;0;0;0;12,5;0;0;0;0;0;0;0;5;17,5;0;10;42,5;7,5;7,5;2,5;0;10;2,5;0;27,5;5;10;0;5;0;5;0;0;5;0;0;0;0;0;20;0;12,5;0;0;0;12,5;0;0;0;5;0;10;0;0;5;0;0;0;25;0;0;5;0;0;0;0;0;2,5;2,5;0;0;0;5;0;0;0;0;2,5;0;0;0;0;0;0;0;0;17,5;7,5;0;0;0;0;0;10;0;0;0;0;0;0;0;0;2,5;2,5;0;0;0;0;0;0;0;0;5;2,5;0;0;2,5;0;12,5;0;0;0;0;0;7,5;0;0;0;0;0;10;7,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
642;0;0;0;0;0;0;8,571428571;5,714285714;0;0;0;0;14,28571429;22,85714286;2,857142857;0;0;0;0;0;0;0;31,42857143;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,28571429;20;0;0;2,857142857;0;0;74,28571429;0;0;0;0;0;0;0;2,857142857;0;0;0;0;0;0;2,857142857;0;0;0;0;2,857142857;0;2,857142857;14,28571429;0;0;0;0;0;0;0;0;0;0;11,42857143;2,857142857;0;0;0;0;0;0;0;0;0;0;0;0;0;2,857142857;0;0;0;0;0;28,57142857;0;0;0;0;0;0;0;0;0;0;148,5714286;0;0;0;8,571428571;0;0;0;0;0;0;0;5,714285714;8,571428571;0;0;0;0;0;0;5,714285714;0;0;0;0;2,857142857;0;48,57142857;2,857142857;0;0;0;2,857142857;0;0;0;0;0;2,857142857;0;0;0;0;25,71428571;0;0;0;0;5,714285714;0;0;0;0;0;0;0;11,42857143;0;0;0;0;0;0;2,857142857;0;5,714285714;45,71428571;0;0;14,28571429;0;0;0;0;0;0;0;0;0;5,714285714;0;0;0;2,857142857;0;0;0;0;0;0;0;0;0;5,714285714;0;0;2,857142857;0;0;0;0;0;11,42857143;2,857142857;0;0;2,857142857;0;0;0;0;0;0;0;5,714285714;0;0;2,857142857;22,85714286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,42857143;0;0;0;0;2,857142857;0;0;0;0;0;0;0;0;0;0;0;0;0;17,14285714;0;0;2,857142857;0;0;0;0;0;0;0;2,857142857;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;2,857142857;0;0;0;0;0;0;0;0;0;0;8,571428571;5,714285714;5,714285714;5,714285714;5,714285714;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
681;0;132,5966851;0;0;27,62430939;0;0;2,762430939;0;0;8,287292818;0;0;5,524861878;0;201,6574586;2,762430939;0;0;27,62430939;0;2,762430939;2,762430939;2,762430939;0;0;0;5,524861878;2,762430939;0;0;11,04972376;0;0;35,91160221;0;2,762430939;0;8,287292818;16,57458564;0;0;0;0;16,57458564;0;19,33701657;0;0;0;35,91160221;11,04972376;0;0;8,287292818;0;8,287292818;0;0;5,524861878;0;5,524861878;2,762430939;2,762430939;0;0;0;2,762430939;0;0;0;0;0;0;0;0;0;0;0;8,287292818;0;0;0;2,762430939;0;0;0;0;0;13,8121547;0;11,04972376;0;0;0;0;0;0;2,762430939;0;0;0;11,04972376;0;19,33701657;0;0;0;0;0;0;5,524861878;0;0;0;0;0;2,762430939;0;8,287292818;5,524861878;0;0;0;5,524861878;0;8,287292818;0;0;0;0;0;0;5,524861878;0;2,762430939;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,57458564;2,762430939;0;0;0;0;0;16,57458564;0;0;2,762430939;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58,01104972;0;74,58563536;0;0;0;0;0;0;2,762430939;0;0;0;0;0;0;0;0;0;2,762430939;0;0;0;0;5,524861878;0;0;0;0;2,762430939;0;0;0;0;0;0;5,524861878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,8121547;0;0;0;0;0;0;0;0;0;5,524861878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,524861878;0;0;0;0;0;0;0;33,14917127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,762430939;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,524861878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
682;0;57,5;10;0;0;0;10;7,5;10;0;0;0;0;5;0;12,5;2,5;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;2,5;0;0;0;0;0;2,5;0;7,5;0;0;0;5;22,5;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;12,5;2,5;0;2,5;0;0;5;10;0;2,5;7,5;0;5;5;0;2,5;0;0;0;10;5;0;0;20;0;7,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;2,5;15;0;7,5;2,5;2,5;2,5;5;0;0;0;0;0;0;0;0;12,5;0;2,5;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;2,5;0;0;0;7,5;0;0;0;7,5;47,5;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;2,5;0;2,5;0;0;2,5;0;2,5;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,5;0;0;0;5;0;2,5;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
